user_message,expected_message,generated_message
"B1: Nesreče Na gorenjski avtocesti za Šmartnim proti Ljubljani zaprt vozni pas. Nastal je daljši zastoj do Vodic, zamuda 35 minut. Na primorski avtocesti pred Kozino proti Ljubljani oviran promet. Zaprta glavna cesta Maribor - Dravograd pri Spodnjem Slemenu. Ovire Na gorenjski avtocesti med priključkoma Radovljica in Brezje proti Ljubljani pnevmatika. Na vipavski hitri cesti med razcepom Nanos in Vipavo proti Vrtojbi zaradi okvare tovornega vozila zaprt vozni pas pred predorom Barnica. Mejni prehodi Čakalna doba: Obrežje in Gruškovje. Tujina V Italiji zaprta avtocesta Trst - Benetke v obe smeri zaradi požara. Več. Delo na cesti Na severni ljubljanski obvoznici: - Med priključkoma Ljubljana sever in Industrijska cona Šiška promet v vsako smer poteka po dveh zoženih pasovih. Več. - Na nadvozu do predvidoma 27. 7. 2022 na priključku Podutik iz obeh smeri zaprt izvoz na Podutiško cesto. - Zaprt je izvoz Nove Jarše iz smeri Zadobrove do 28. avgusta. Do 31. avgusta bodo potekala dela na gorenjski avtocesti pri priključku Vodice. V tem času bo večkrat zaprt tudi sam priključek proti Karavankam. Za več informacij. Bivša hitra cesta skozi Maribor je zaradi del zaprta na nadvozu Melje v obe smeri. Promet je v obe smeri preusmerjen čez priključek Maribor center, do sredine avgusta 2022. Izredni prevozi na tem odseku proti Pesnici niso možni.","Zaradi požara je regionalna cesta Miren-Opatje selo zaprta pri odcepu za Lokvico. Zaradi del je na gorenjski avtocesti proti Karavankam oviran promet na izvozu Vodice. Na mejnem prehodu Gruškovje vozniki osebnih vozil na vstop v državo čakajo do 1 uro, na Obrežju pa vozniki tovornjakov prav tako na vstop čakajo 1 uro.",Generation failed
B1: Delo na cesti Več o delovnih zaporah v prometni napovedi.,Na gorenjski avtocesti proti Ljubljani je zaradi pokvarjenega tovornjaka oviran promet pred priključkom Jesenice-vzhod. Zaradi del je na dolenjski avtocesti promet med priključkoma Ivančna Gorica in Bič v obe smeri urejen po dveh zoženih pasovih.,Generation failed
"B1: Zastoji Zaradi jutranje prometne konice je promet povečan na mestnih obvoznicah in vpadnicah. Ovire Na štajerski avtocesti je zaradi okvare tovornega vozila oviran promet med priključkoma Slovenska Bistrica jug in Slovenske Konjice proti Ljubljani, na dolenjski avtocesti pa na uvozu Ivančna Gorica proti Ljubljani. Vreme Cesta čez prelaz Vršič je prevozna samo za osebna vozila. Dela Na gorenjski avtocesti bo promet skozi predor Karavanke urejen izmenično enosmerno s čakanjem pred predorom 30 minut, med 8. in 16. uro: 2., 3., 6., 8., 9. in 10. marca. Na primorski avtocesti bo od danes predvidoma do konca marca, promet med razcepom Srmin in priključkom Črni Kal potekal po enem pasu v vsako smer. Zaprt bo razcep Srmin iz smeri Škofij proti Ljubljani ter priključek Luka Koper. Obvoz iz smeri Škofij proti Ljubljani bo preko priključka Bertoki.",Cesta čez prelaz Vršič je prevozna samo za osebna vozila. Na primorski avtocesti bo od danes zaradi del med razcepom Srmin in priključkom Črni Kal promet v obe smeri potekal le po enem prometnem pasu. Razcep Srmin bo iz smeri Škofij zaprt proti Ljubljani. Obvoz bo prek priključka Bertoki. Zaprt bo tudi priključek Luka Koper proti Ljubljani.,Generation failed
"B1: Delo na cesti Na štajerski avtocesti je zaprt vozni pas med predoroma Trojane in Jasovnik proti Mariboru, zaradi poškodovane dilatacije. Od srede, 13. septembra, do ponedeljka, 18. septembra, bo zaprta cesta Bogojina - Gančani v Bogojini zaradi gradnje krožišča in avtobusnih postajališč. Več o delovnih zaporah v prometni napovedi. Ujma 2023 Popolne zapore: - Stahovica - Gornji Grad. - Podlom - Kranjski Rak - Luče. - Luče - Ljubno ob Savinji. - Dravograd - Trbonje. Več o zaporah na zemljevidu.",Gost promet z zastoji je na južni ljubljanski obvoznici od priključka Center proti razcepu Kozarje in naprej na primorski avtocesti med Brezovico in Vrhniko proti Kopru. Promet je upočasnjen tudi na ljubljanski vzhodni obvoznici med Bizovikom in Zadobrovo v obe smeri. Zastoji so prav tako na štajerski avtocesti od Šentjakoba proti Ljubljani. Na južni ljubljanski obvoznici je zaradi pokvarjenega vozila zaprt prehitevalni pas na razcepu Kozarje iz smeri Viča proti Brezovici. Vozilo je obtičalo tudi na primorski avtocesti proti Ljubljani pred priključkom Razdrto.,Generation failed
"A1: Pozor! Pomurska avtocesta je zaradi prometne nesreče zaprta med priključkom Sveta Trojica in počivališčem Lormanje proti Mariboru. Nastal je daljši zastoj, predvsem tovornih vozil. Promet je pri priključku Sveta Trojica preusmerjen na regionalno cesto, kjer je tudi že nastal daljši zastoj. Obvoz za osebna vozila je možen tudi po cesti med priključkoma Sveti Jurij ob Ščavnici in Lenart. B1: Nesreče Cesta Spodnji Brnik - Moste je zaprta v Lahovčah. Zastoji Na gorenjski avtocesti pred predorom Karavanke proti Avstriji, zastoj tovornih vozil, 1 kilometer. Mejni prehodi Čakalna doba je na mejnih prehodih Obrežje in Gruškovje. Dela Na ljubljanski severni obvoznici sta zaprta uvoz Nove Jarše proti Zadobrovi in servisna cesta med Bratislavsko in Leskoškovo cesto. Obvoz je urejen preko Bratislavske in Letališke ceste do vzhodne obvoznice. V času prometnih konic na območju BTC-ja nastajajo zastoji. Primorska avtocesta bo zaradi del v predoru Dekani zaprta med 21. in 5. uro med razcepom Srmin in priključkom Črni Kal v obe smeri, 16. in 17. marca. Obvoz bo po regionalni cesti. Na gorenjski avtocesti bo promet skozi predor Karavanke, urejen izmenično enosmerno s čakanjem pred predorom, med 8. in 16. uro, 16. in 17. marca. Omejitev tovornega prometa Do preklica po Sloveniji na nedelje, praznike in petek pred veliko nočjo ne bo prepovedi prometa za tovorna vozila nad 7,5 t, ki bodo izvajala prevoze iz razloga reševanja človeških življenj, preprečitve neposredne nevarnosti za premoženje ter prevoza humanitarne pomoči za Ukrajino. Več.",Pomurska avtocesta proti Mariboru je zaradi prometne nesreče zaprta med priključkoma Sveta Trojica in Lenart. Nastal je zastoj. Promet je preusmerjen na regionalno cesto. Prav tako zaradi nesreče je zaprta glavna cesta Spodnji Brnik-Moste v Lahovčah. Do 16-ih bo promet skozi predor Karavanke urejen izmenično enosmerno s polurnim čakanjem pred predorom. Na mejnih prehodih Gruškovje in Obrežje vozniki tovornih vozil na vstop v državo čakajo 1 uro. Zaradi del bo primorska avtocesta zaprta v obe smeri od 21-ih do 5-ih zjutraj med razcepom Srmin in priključkom Črni Kal. Obvoz bo po regionalni cesti.,Generation failed
"B1: Zastoji Na štajerski avtocesti pred Blagovico proti Mariboru, zamuda 10 minut, zaradi del. Na gorenjski avtocesti pred predorom Karavanke proti Avstriji zastoj tovornih vozil, 3 km. Vozila stojijo tudi na voznem pasu. Ovire Na podravski avtocesti je zaradi predmeta na vozišču oviran promet med priključkoma Marjeta in Zlatoličje proti Hrvaški. Delo na cesti Promet skozi predor Karavanke bo v torek, 24. 10. med 8. in 16. uro, potekal izmenično enosmerno. Več o delovnih zaporah v prometni napovedi. Mejni prehodi Policija je na mejnih prehodih s Hrvaško in Madžarsko pri vstopu v državo pričela z izvajanjem kontrole.",Zaradi del je na zahodni ljubljanski obvoznici zaprt prehitevalni pas pred razcepom Kozarje proti Kopru. Nastal je krajši zastoj. Opozarjamo na nevarnost naleta. Na štajerski avtocesti proti Mariboru je prav tako zaradi del krajši zastoj pred priključkom Blagovica. Čas vožnje se podaljša za približno 10 minut.,Generation failed
"B1: Nesreče Na cesti Velenje - Mislinja je v Hudi luknji promet urejen izmenično enosmerno. Ovire Na cesti Dravograd - Libeliče je pri Črnečah, zaradi zemeljskega plazu promet urejen izmenično enosmerno. Na štajerski avtocesti je zaradi okvare vozila oviran promet pred predorom Jasovnik poti Mariboru. Na mariborski vzhodni obvoznici je zaradi okvare vozila oviran promet med pokritim vkopom Malečnik in predorom Vodole proti Dragučovi. Zastoji Na cesti Izola - Strunjan - Lucija pri Strunjanu, pred delovno zaporo v obe smeri. Delo na cesti Na bivši hitri cesti skozi Maribor bo predvidoma do petka, 27. 10., zaprt priključek Pesnica, izvoz in smeri Maribora in uvoz proti Šentilju. Cesta Trbovlje - Prebold bo pri Gabrskem zaprta do 16. ure. Obvoz bo po cesti Trbovlje – Trojane – Vransko - Prebold. Cesta Vodice - Moste bo od petka, 27. 10., od 17. ure, do ponedeljka, 30. 10., do 5. ure, zaprta v križišču v Mostah. Obvoz bo možen po cesti Moste - Vodice - Spodnji Brnik ter Moste - Mengeš - Duplica. Cesta Fram - Rače bo v soboto, 28. 10. in nedeljo, 29. 10., vsak dan med 7. in 15. uro, zaprta zaradi del na nivojskem prehodu. Več o delovnih zaporah v prometni napovedi.",Na štajerski avtocesti proti Mariboru je zaradi pokvarjenih tovornjakov oviran promet med Šentjakobom in Domžalami ter na uvozu Fram. Na primorski avtocesti je zaradi pokvarjenega vozila zaprt pas za počasna vozila med priključkoma Vrhnika in Logatec proti Kopru.,Generation failed
"B1: Zastoji Na cestah, ki vodijo proti mestnim središčem in na mestnih obvoznicah. Ovire Okvarjeno vozilo ovira promet na primorski avtocesti med Gabrkom in Senožečami proti Ljubljani, zaprt je vozni pas. Vreme Ponekod po Sloveniji megla v pasovih zmanjšuje vidljivost. Cesta čez prelaz Vršič je prevozna za osebna vozila z verigami. Delo na cesti Več o delovnih zaporah v prometni napovedi.","Zaradi nesreče je na štajerski avtocesti pred priključkom Blagovica zaprt prehitevalni pas proti Ljubljani. Nastal je zastoj. Čas potovanja se tam podaljša za približno 15 minut. Pokvarjeno tovorno vozilo ovira promet na primorski avtocesti med razcepom Gabrk in priključkom Senožeče proti Ljubljani. Na mejnem prehodu Obrežje vozniki tovornih vozil na vstop v državo čakajo 2 uri, v Gruškovju pa pol ure.",Generation failed
"B1: Zastoji Zastoj tovornih vozil je na podravski avtocesti pred mejnim prehodom Gruškovje proti Hrvaški. Ovire Zaradi razlitja goriva je spolzko vozišče in oviran promet na primorski avtocesti na uvozu Vrhnika proti Ljubljani. Mejni prehodi Čakalna doba je na mejnih prehodih Starod, Obrežje in Gruškovje. Vreme Ponekod na višjeležečih cestah je zaradi sneženja obvezna zimska oprema. Prelaz Vršič je prevozen samo za osebna vozila z verigami. Povečini Slovenije dežuje. Prilagodite hitrost in upoštevajte varnostno razdaljo! Delo na cesti Na gorenjski avtocesti je v predoru Šentvid zaprt izvoz na Celovško cesto iz smeri Kosez. Primorska avtocesta bo zaprta med Črnim Kalom in razcepom Srmin v obe smeri nocoj med 21. in 5. uro zaradi del v predoru Dekani. V času popolne zapore je obvoz urejen po regionalni cesti Črni Kal – Rižana – Dekani – Srmin. Cesta Lenart - Gornja Radgona bo med Benediktom in Zagajskim Vrhom zaprta predvidoma od 1. aprila do 31. maja 2022. Obvoz bo na relaciji Benedikt - Lenart - Trate - Apače - Gornja Radgona in obratno. Na gorenjski avtocesti bo do konca avgusta zaprto počivališče Povodje proti Jesenicam.",V Ljubljani je zaradi nesreče promet na Linhartovi cesti urejen izmenično enosmerno med Topniško ulico in Vojkovo cesto. Pokvarjeno vozilo  ovira promet na štajerski avtocesti med Žalcem in Šempetrom proti Ljubljani. Na mejnem prehodu Obrežje vozniki tovornih vozil na vstop v državo čakajo do 2 uri.,Generation failed
B1: Vreme Megla v pasovih zmanjšuje vidljivost na Primorskem na območju med Razdrtim in Senožečami. Cesta čez prelaz Vršič je prevozna za osebna vozila z verigami. Delo na cesti Cesta Podtabor - Ljubelj je zaprta med Tržičem in Podljubeljem. Čez prelaz Ljubelj proti Avstriji je dovoljeno samo za lokalni promet. Iz smeri Avstrije proti Sloveniji je promet možen do zapore v Podljubelju. Več o delovnih zaporah v prometni napovedi.,"Na širšem območju Nanosa gosta megla v pasovih še vedno zmanjšuje vidljivost. Voznikom svetujemo, da tam prilagodijo hitrost vožnje in povečajo varnostno razdaljo. Na pomurski avtocesti je zaradi živali na vozišču promet oviran med priključkom Turnišče in razcepom Dolga vas.",Generation failed
"B1: Ovire Na vipavski hitri cesti je zaprt vozni pas med Vipavo in Podnanosom proti Razdrtemu, okvara vozila. Vreme Zimske razmere: - Prepoved za priklopnike in polpriklopnike je na cesti Col - Črni Vrh - Godovič. - Cesta čez prelaz Vršič je prevozna samo za osebna vozila z verigami. Tovorna vozila Omejitev za tovorna vozila, katerih največja dovoljena masa presega 7,5 t v času božično - novoletnih praznikov, dnevno med 8. in 22. uro: - sredo in četrtek, 25. in 26. decembra; - v nedeljo, 29. decembra; - ter v sredo in četrtek 1. in 2. januarja 2025. Delovne zapore Več o delovnih zaporah v prometni napovedi.",Na štajerski avtocesti proti Ljubljani je zaradi pokvarjenega tovornega vozila v predoru Jasovnik zaprt vozni pas. Opozarjamo na nevarnost naleta. Prav tako je promet zaradi pokvarjenega vozila oviran na vipavski hitri cesti proti Razdrtemu na uvozu Selo. Na regionalni cesti Col - Črni Vrh - Godovič je prepovedan promet za tovorna vozila s priklopniki in za polpriklopnike. Cesta čez prelaz Vršič je prevozna samo za osebna vozila z verigami.,Generation failed
"B1: Nesreče V Ljubljani v Šentvidu je zaprta Ulica Jožeta Jame zaradi prometne nesreče pri železniškem prehodu. Ovire Na štajerski avtocesti je žival med Dramljami in priključkom Celje vzhod proti Ljubljani. Na primorski avtocesti je zaprt počasi pas pred priključkom Kastelec, zaradi okvare tovornega vozila proti Ljubljani. Dela Na podravski avtocesti bo med Draženci in Podlehnikom (v obeh smereh) danes med 13.30 in 14. uro, 30-minutna popolna zapora brez obvoza zaradi del na daljnovodu. Na gorenjski avtocesti bo premična zapora enega pasu, danes med priključkom Jesenice vzhod in razcepom Podtabor (v obeh smereh) ter zaprto počivališče Povodje proti Jesenicam, do 14. ure. Regionalna cesta Javornik - Gorje bo zaradi rekonstrukcije ceste skozi naselje Gorje zaprta do 30. aprila. Obvoz je urejen na relaciji Bled - Lesce - Žirovnica - Javornik - Lipce in obratno.",Na primorski avtocesti proti Ljubljani je zaradi pokvarjenega tovornjaka zaprt pas za počasna vozila pred priključkom Kastelec. V Ljubljani je zaradi prometne nesreče na železniškem prehodu zaprta Ulica Jožeta Jame.,Generation failed
"B1: Opozorilo Po Sloveniji sneži in ponekod se sneg oprijema vozišča. Na cestah so posipne in plužne skupine. Voznikom priporočamo previdno vožnjo, upoštevanje varnostne razdalje ter prilagoditev hitrosti voznim razmeram. Delo na cesti Napoved popolnih zapor: - Ljubljanska severna obvoznica bo zaprta med Zadobrovo in Novimi Jaršami v obeh smereh v noči na nedeljo od 22. do 13. ure. - Cesta Brezovica - Podpeč je v Notranjih Goricah ponovno odprta. Maksimalna dovoljena višina ostaja 3,4 m. Več o delovnih zaporah v prometni napovedi. Vreme Burja: Na vipavski hitri cesti je med Ajdovščino in razcepom Nanos prepoved za počitniške prikolice, hladilnike in vozila s ponjavami do 8 ton, 1. stopnja. Zimske razmere: - Cesta čez prelaz Vršič je zaradi zimskih razmer zaprta. - Na cesti čez prelaza Ljubelj in Korensko Sedlo so obvezne verige. - Cesta čez prelaz Jezerski Vrh je zaprta. - Na cesti Črni Vrh - Col je prepoved za priklopnike in polpriklopnike. - Na mejnih prehodih Petrina in Babno Polje je na hrvaški strani prepoved za priklopnike in polpriklopnike. Ponekod po Sloveniji sneži, po napovedih bo snežilo do jutra. Sneg se že oprijemlje cestišč. Na cestah bodo tudi plužne in posipne skupine. Vozite previdno in na pot le z obvezno zimsko opremo! Poplavljene ceste, popolne zapore: - Grgelj - Fara - Kot - Grgelj - Smednik - Zameško - Kostanjevica, v Koprivniku, - Bizeljsko - Orešje.","Na glavni cesti Trzin-Črnuče je zaradi prometne nesreče oviran promet pri industrijski coni proti Ljubljani. Na štajerski avtocesti proti Mariboru je zaradi pokvarjenega vozila oviran promet pred izvozom Celje. Zaradi poplavljenega vozišča sta zaprti regionalna cesta Bizeljsko-Orešje pri mejnem prehodu Orešje ter regionalna cesta Smednik-Zameško-Kostanjevica na Krki pri Koprivniku. Zaradi burje je na vipavski hitri cesti med priključkom Ajdovščina in razcepom Nanos prepovedan promet za počitniške prikolice, hladilnike in vozila s ponjavami, lažja od 8 ton. Na avstrijski strani prelaza Ljubelj so zaradi snežnih razmer obvezne verige.",Generation failed
"B1: Nesreče Na primorski avtocesti proti Ljubljani: - Med Razdrtim in Postojno pred počivališčem Studenec zaprt vozni pas. Nastaja zastoj. - Zaprt prehitevalni pas med Logatcem in Vrhniko. Nastaja zastoj. Ovire Okvara vozila na dolenjski avtocesti na uvozu Novo mesto proti Ljubljani. Delo na cesti Cesta Pečnik - Marof - Žiri bo pri Žireh zaprta v četrtek, 21. 12., med 7.30 in 14.30. Na regionalni cesti Domžale - Želodnik promet čez montažni most v Domžalah poteka v obe smeri. Več o delovnih zaporah v prometni napovedi.","Zaradi del je na štajerski avtocesti med uvozom Vransko in predorom Ločíca zaprt prehitevalni pas proti Ljubljani. Tam je krajši zastoj, opozarjamo za nevarnost naleta. Prav tako zaradi del je na gorenjski avtocesti med priključkom Brod in Podutik v predoru Šentvid zaprt prehitevalni pas proti Ljubljani. Tudi tam je krajši zastoj.",Generation failed
